id,hominus,mindhr,htype,species_id,literature_id,id-2,iupac,formula,trivial,casrn,inchikey,subcat_id
7411,5.1E-1,4000,L,1853,675,1853,ethane nitrile,CH3CN,acetonitrile,75-05-8,WEVYAHXRMPXWCK-UHFFFAOYSA-N,32
7412,4.7E-1,3500,L,1853,27,1853,ethane nitrile,CH3CN,acetonitrile,75-05-8,WEVYAHXRMPXWCK-UHFFFAOYSA-N,32
8012,2.0E-2,4700,L,2208,603,2208,methyl nitrate,CH3ONO2,,598-58-3,LRMHVVPPGGOAJQ-UHFFFAOYSA-N,35
8013,2.0E-2,4700,L,2208,602,2208,methyl nitrate,CH3ONO2,,598-58-3,LRMHVVPPGGOAJQ-UHFFFAOYSA-N,35
8019,1.6E-2,5400,L,2209,603,2209,ethyl nitrate,C2H5ONO2,,625-58-1,IDNUEBSJWINEMI-UHFFFAOYSA-N,35
8020,1.6E-2,5400,L,2209,602,2209,ethyl nitrate,C2H5ONO2,,625-58-1,IDNUEBSJWINEMI-UHFFFAOYSA-N,35
8024,1.1E-2,5500,L,2210,603,2210,1-propyl nitrate,C3H7ONO2,,627-13-4,JNTOKFNBDFMTIV-UHFFFAOYSA-N,35
8025,1.1E-2,5500,L,2210,602,2210,1-propyl nitrate,C3H7ONO2,,627-13-4,JNTOKFNBDFMTIV-UHFFFAOYSA-N,35
8026,9.0E-3,5600,L,2210,675,2210,1-propyl nitrate,C3H7ONO2,,627-13-4,JNTOKFNBDFMTIV-UHFFFAOYSA-N,35
8033,7.8E-3,5400,L,2211,603,2211,2-propyl nitrate,C3H7ONO2,isopropyl nitrate,1712-64-7,GAPFWGOSHOCNBM-UHFFFAOYSA-N,35
8034,7.8E-3,5400,L,2211,602,2211,2-propyl nitrate,C3H7ONO2,isopropyl nitrate,1712-64-7,GAPFWGOSHOCNBM-UHFFFAOYSA-N,35
8035,6.6E-3,5400,L,2211,675,2211,2-propyl nitrate,C3H7ONO2,isopropyl nitrate,1712-64-7,GAPFWGOSHOCNBM-UHFFFAOYSA-N,35
8042,1.0E-2,5800,L,2212,603,2212,1-butyl nitrate,C4H9ONO2,,928-45-0,QQHZPQUHCAKSOL-UHFFFAOYSA-N,35
8043,1.0E-2,5800,L,2212,602,2212,1-butyl nitrate,C4H9ONO2,,928-45-0,QQHZPQUHCAKSOL-UHFFFAOYSA-N,35
8044,8.8E-3,6000,L,2212,675,2212,1-butyl nitrate,C4H9ONO2,,928-45-0,QQHZPQUHCAKSOL-UHFFFAOYSA-N,35
8052,6.4E-3,5400,L,2213,603,2213,2-butyl nitrate,C4H9ONO2,,924-52-7,DYONNFFVDNILGI-UHFFFAOYSA-N,35
8053,6.4E-3,5400,L,2213,602,2213,2-butyl nitrate,C4H9ONO2,,924-52-7,DYONNFFVDNILGI-UHFFFAOYSA-N,35
8054,6.4E-3,6100,L,2213,675,2213,2-butyl nitrate,C4H9ONO2,,924-52-7,DYONNFFVDNILGI-UHFFFAOYSA-N,35
8069,3.7E-3,6400,L,2216,675,2216,2-pentyl nitrate,C5H11ONO2,,21981-48-6,RWRBSYOTDDOXKC-UHFFFAOYSA-N,35
8172,2.9E-2,5700,L,2261,729,2261,peroxyacetyl nitrate,CH3COOONO2,PAN,2278-22-0,VGQXTTSVLMQFHM-UHFFFAOYSA-N,35
8173,2.8E-2,5700,L,2261,603,2261,peroxyacetyl nitrate,CH3COOONO2,PAN,2278-22-0,VGQXTTSVLMQFHM-UHFFFAOYSA-N,35
8174,2.8E-2,5700,L,2261,602,2261,peroxyacetyl nitrate,CH3COOONO2,PAN,2278-22-0,VGQXTTSVLMQFHM-UHFFFAOYSA-N,35
8175,2.9E-2,5800,L,2261,440,2261,peroxyacetyl nitrate,CH3COOONO2,PAN,2278-22-0,VGQXTTSVLMQFHM-UHFFFAOYSA-N,35
8216,3.4E-1,4000,L,2277,603,2277,nitromethane,CH3NO2,,75-52-5,LYGJENNIWJXYER-UHFFFAOYSA-N,37
8217,3.4E-1,4000,L,2277,602,2277,nitromethane,CH3NO2,,75-52-5,LYGJENNIWJXYER-UHFFFAOYSA-N,37
8230,2.1E-1,4400,L,2279,603,2279,nitroethane,C2H5NO2,,79-24-3,MCSAJNNLRCFZED-UHFFFAOYSA-N,37
8231,2.1E-1,4400,L,2279,602,2279,nitroethane,C2H5NO2,,79-24-3,MCSAJNNLRCFZED-UHFFFAOYSA-N,37
8242,1.3E-1,4700,L,2280,603,2280,1-nitropropane,C3H7NO2,,108-03-2,JSZOAYXJRCEYSX-UHFFFAOYSA-N,37
8243,1.3E-1,4700,L,2280,602,2280,1-nitropropane,C3H7NO2,,108-03-2,JSZOAYXJRCEYSX-UHFFFAOYSA-N,37
8252,8.3E-2,4500,L,2281,603,2281,2-nitropropane,CH3CH(NO2)CH3,,79-46-9,FGLBSLMDCBOPQK-UHFFFAOYSA-N,37
8253,8.3E-2,4500,L,2281,602,2281,2-nitropropane,CH3CH(NO2)CH3,,79-46-9,FGLBSLMDCBOPQK-UHFFFAOYSA-N,37
8642,6.1E-4,2000,L,2384,603,2384,fluoromethane,CH3F,,593-53-3,NBVXSUQYWXRMNV-UHFFFAOYSA-N,38
8643,6.1E-4,2000,L,2384,602,2384,fluoromethane,CH3F,,593-53-3,NBVXSUQYWXRMNV-UHFFFAOYSA-N,38
8644,5.8E-4,2200,L,2384,744,2384,fluoromethane,CH3F,,593-53-3,NBVXSUQYWXRMNV-UHFFFAOYSA-N,38
8663,1.3E-4,3300,L,2386,603,2386,trifluoromethane,CHF3,R23,75-46-7,XPDWGBQVDMORPB-UHFFFAOYSA-N,38
8664,1.3E-4,3200,L,2386,744,2386,trifluoromethane,CHF3,R23,75-46-7,XPDWGBQVDMORPB-UHFFFAOYSA-N,38
8676,2.1E-6,2300,L,2387,729,2387,tetrafluoromethane,CF4,carbontetrafluoride,75-73-0,TXEYQDLBPFQVAA-UHFFFAOYSA-N,38
8677,2.1E-6,1800,L,2387,603,2387,tetrafluoromethane,CF4,carbontetrafluoride,75-73-0,TXEYQDLBPFQVAA-UHFFFAOYSA-N,38
8678,2.1E-6,1800,L,2387,744,2387,tetrafluoromethane,CF4,carbontetrafluoride,75-73-0,TXEYQDLBPFQVAA-UHFFFAOYSA-N,38
8757,1.3E-6,3100,L,2399,167,2399,octafluorocyclobutane,C4F8,,115-25-3,BCCOBQSFUDVTJQ-UHFFFAOYSA-N,38
8790,1.6E-5,2100,L,2416,744,2416,tetrafluoroethene,C2F4,,116-14-3,BFKJFAAPBSQJPD-UHFFFAOYSA-N,38
8797,2.9E-6,2400,L,2417,744,2417,hexafluoropropene,C3F6,,116-15-4,HCDGVLDPFQMKDK-UHFFFAOYSA-N,38
8853,4.7E-1,6200,L,2436,603,2436,"2,2,2-trifluoroethanol",CF3CH2OH,,75-89-8,RHQDFWAXVIIEBN-UHFFFAOYSA-N,38
8870,1.4,7000,L,2438,603,2438,"2,2,3,3-tetrafluoro-1-propanol",CHF2CF2CH2OH,,76-37-9,NBUKAOOFKZFCGD-UHFFFAOYSA-N,38
8877,1.4E-1,4300,L,2439,603,2439,"2,2,3,3,3-pentafluoro-1-propanol",CF3CF2CH2OH,,422-05-9,PSQZJKGXDGNDFP-UHFFFAOYSA-N,38
8892,1.4,8900,L,2442,603,2442,"1,1,1-trifluoro-2-propanone",CF3COCH3,,421-50-1,FHUDAMLDXFJHJE-UHFFFAOYSA-N,38
8897,3.0E-2,6900,L,2444,603,2444,difluoroethanoic acid,CHF2COOH,difluoroacetic acid,381-73-7,PBWZKZYHONABLN-UHFFFAOYSA-N,38
8902,8.9E-1,9300,L,2445,603,2445,trifluoroethanoic acid,CF3COOH,trifluoroacetic acid,76-05-1,DTQVDTLACAAQTR-UHFFFAOYSA-N,38
8941,5.4E-4,4000,L,2455,247,2455,"(2,2,2-trifluoroethoxy)-ethene",CF3CH2OCHCH2,fluoroxene,406-90-6,DLEGDLSLRSOURQ-UHFFFAOYSA-N,38
8948,5.4E-3,4700,L,2456,603,2456,"2,2,2-trifluoroethyl methanoate",C3H3F3O2,,32042-38-9,CAFROQYMUICGNO-UHFFFAOYSA-N,38
8950,5.5E-3,5200,L,2457,603,2457,"2,2,2-trifluoroethyl ethanoate",C4H5F3O2,,406-95-1,ZOWSJJBOQDKOHI-UHFFFAOYSA-N,38
8954,1.1E-3,5300,L,2458,603,2458,"trifluoroethanoic acid, methyl ester",CF3COOCH3,methyl trifluoroacetate,431-47-0,VMVNZNXAVJHNDJ-UHFFFAOYSA-N,38
8958,8.9E-4,4900,L,2459,603,2459,"trifluoroethanoic acid, ethyl ester",CF3COOC2H5,ethyl trifluoroacetate,383-63-1,STSCVKRWJPWALQ-UHFFFAOYSA-N,38
9198,1.3E-3,3300,L,2544,603,2544,chloromethane,CH3Cl,methyl chloride,74-87-3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,39
9199,1.1E-3,3300,L,2544,728,2544,chloromethane,CH3Cl,methyl chloride,74-87-3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,39
9200,1.3E-3,3300,L,2544,602,2544,chloromethane,CH3Cl,methyl chloride,74-87-3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,39
9201,1.1E-3,3300,L,2544,675,2544,chloromethane,CH3Cl,methyl chloride,74-87-3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,39
9203,1.0E-3,2800,L,2544,744,2544,chloromethane,CH3Cl,methyl chloride,74-87-3,NEHMKBQYUWJMIP-UHFFFAOYSA-N,39
9232,3.6E-3,4100,L,2545,603,2545,dichloromethane,CH2Cl2,methylene chloride,75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,39
9233,3.9E-3,3700,L,2545,728,2545,dichloromethane,CH2Cl2,methylene chloride,75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,39
9234,3.6E-3,4100,L,2545,602,2545,dichloromethane,CH2Cl2,methylene chloride,75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,39
9235,3.6E-3,4100,L,2545,675,2545,dichloromethane,CH2Cl2,methylene chloride,75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,39
9236,3.6E-3,4100,L,2545,674,2545,dichloromethane,CH2Cl2,methylene chloride,75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,39
9292,2.5E-3,4500,L,2547,603,2547,trichloromethane,CHCl3,chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,39
9293,2.6E-3,4300,L,2547,728,2547,trichloromethane,CHCl3,chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,39
9294,2.5E-3,4500,L,2547,602,2547,trichloromethane,CHCl3,chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,39
9295,2.5E-3,4500,L,2547,675,2547,trichloromethane,CHCl3,chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,39
9296,2.5E-3,4500,L,2547,674,2547,trichloromethane,CHCl3,chloroform,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,39
9369,3.4E-4,4200,L,2548,603,2548,tetrachloromethane,CCl4,carbontetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,39
9370,3.6E-4,4300,L,2548,728,2548,tetrachloromethane,CCl4,carbontetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,39
9371,3.4E-4,4200,L,2548,602,2548,tetrachloromethane,CCl4,carbontetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,39
9372,3.4E-4,4200,L,2548,675,2548,tetrachloromethane,CCl4,carbontetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,39
9373,3.4E-4,4200,L,2548,674,2548,tetrachloromethane,CCl4,carbontetrachloride,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,39
9432,8.3E-4,2800,L,2549,728,2549,chloroethane,C2H5Cl,,75-00-3,HRYZWHHZPQKTII-UHFFFAOYSA-N,39
9433,8.4E-4,2900,L,2549,675,2549,chloroethane,C2H5Cl,,75-00-3,HRYZWHHZPQKTII-UHFFFAOYSA-N,39
9434,8.3E-4,2900,L,2549,674,2549,chloroethane,C2H5Cl,,75-00-3,HRYZWHHZPQKTII-UHFFFAOYSA-N,39
9460,1.7E-3,4100,L,2550,728,2550,"1,1-dichloroethane",CHCl2CH3,,75-34-3,SCYULBFZEHDVBN-UHFFFAOYSA-N,39
9461,1.8E-3,4100,L,2550,247,2550,"1,1-dichloroethane",CHCl2CH3,,75-34-3,SCYULBFZEHDVBN-UHFFFAOYSA-N,39
9462,1.6E-3,3700,L,2550,675,2550,"1,1-dichloroethane",CHCl2CH3,,75-34-3,SCYULBFZEHDVBN-UHFFFAOYSA-N,39
9463,1.5E-3,3600,L,2550,674,2550,"1,1-dichloroethane",CHCl2CH3,,75-34-3,SCYULBFZEHDVBN-UHFFFAOYSA-N,39
9498,8.9E-3,4300,L,2551,728,2551,"1,2-dichloroethane",CH2ClCH2Cl,,107-06-2,WSLDOOZREJYCGB-UHFFFAOYSA-N,39
9499,9.1E-3,4300,L,2551,247,2551,"1,2-dichloroethane",CH2ClCH2Cl,,107-06-2,WSLDOOZREJYCGB-UHFFFAOYSA-N,39
9500,7.8E-3,4200,L,2551,675,2551,"1,2-dichloroethane",CH2ClCH2Cl,,107-06-2,WSLDOOZREJYCGB-UHFFFAOYSA-N,39
9501,7.1E-3,4200,L,2551,674,2551,"1,2-dichloroethane",CH2ClCH2Cl,,107-06-2,WSLDOOZREJYCGB-UHFFFAOYSA-N,39
9550,6.0E-4,3700,L,2553,728,2553,"1,1,1-trichloroethane",CH3CCl3,methylchloroform; MCF,71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,39
9551,6.2E-4,3900,L,2553,247,2553,"1,1,1-trichloroethane",CH3CCl3,methylchloroform; MCF,71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,39
9552,5.9E-4,4000,L,2553,675,2553,"1,1,1-trichloroethane",CH3CCl3,methylchloroform; MCF,71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,39
9553,5.8E-4,3900,L,2553,674,2553,"1,1,1-trichloroethane",CH3CCl3,methylchloroform; MCF,71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,39
9606,1.1E-2,4100,L,2554,728,2554,"1,1,2-trichloroethane",CHCl2CH2Cl,,79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,39
9607,1.2E-2,4200,L,2554,247,2554,"1,1,2-trichloroethane",CHCl2CH2Cl,,79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,39
9608,1.1E-2,4900,L,2554,675,2554,"1,1,2-trichloroethane",CHCl2CH2Cl,,79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,39
9609,1.1E-2,4900,L,2554,674,2554,"1,1,2-trichloroethane",CHCl2CH2Cl,,79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,39
9640,4.2E-3,4600,L,2556,728,2556,"1,1,1,2-tetrachloroethane",CCl3CH2Cl,,630-20-6,QVLAWKAXOMEXPM-UHFFFAOYSA-N,39
9641,2.4E-2,3200,L,2556,675,2556,"1,1,1,2-tetrachloroethane",CCl3CH2Cl,,630-20-6,QVLAWKAXOMEXPM-UHFFFAOYSA-N,39
9657,2.4E-2,4800,L,2557,728,2557,"1,1,2,2-tetrachloroethane",CHCl2CHCl2,,79-34-5,QPFMBZIOSGYJDE-UHFFFAOYSA-N,39
9658,2.4E-2,3200,L,2557,674,2557,"1,1,2,2-tetrachloroethane",CHCl2CHCl2,,79-34-5,QPFMBZIOSGYJDE-UHFFFAOYSA-N,39
9698,2.5E-3,5600,L,2559,674,2559,hexachloroethane,C2Cl6,,67-72-1,VHHHONWQHHHLTI-UHFFFAOYSA-N,39
9747,3.4E-3,4300,L,2563,675,2563,"1,2-dichloropropane",C3H6Cl2,,78-87-5,KNKRKFALVUDBJE-UHFFFAOYSA-N,39
9748,3.4E-3,4300,L,2563,674,2563,"1,2-dichloropropane",C3H6Cl2,,78-87-5,KNKRKFALVUDBJE-UHFFFAOYSA-N,39
9800,3.6E-2,3700,L,2569,675,2569,"1,2,3-trichloropropane",C3H5Cl3,,96-18-4,CFXQEHVMCRXUSD-UHFFFAOYSA-N,39
9801,3.4E-2,3700,L,2569,674,2569,"1,2,3-trichloropropane",C3H5Cl3,,96-18-4,CFXQEHVMCRXUSD-UHFFFAOYSA-N,39
10064,3.8E-4,3100,L,2623,728,2623,chloroethene,CH2CHCl,vinyl chloride,75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,39
10065,3.9E-4,3100,L,2623,675,2623,chloroethene,CH2CHCl,vinyl chloride,75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,39
10066,3.9E-4,3100,L,2623,674,2623,chloroethene,CH2CHCl,vinyl chloride,75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,39
10067,4.5E-4,3000,L,2623,744,2623,chloroethene,CH2CHCl,vinyl chloride,75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,39
10090,3.7E-4,3400,L,2625,728,2625,"1,1-dichloroethene",CH2CCl2,,75-35-4,LGXVIGDEPROXKC-UHFFFAOYSA-N,39
10091,4.0E-4,3800,L,2625,247,2625,"1,1-dichloroethene",CH2CCl2,,75-35-4,LGXVIGDEPROXKC-UHFFFAOYSA-N,39
10092,3.4E-4,4000,L,2625,675,2625,"1,1-dichloroethene",CH2CCl2,,75-35-4,LGXVIGDEPROXKC-UHFFFAOYSA-N,39
10093,3.4E-4,3900,L,2625,674,2625,"1,1-dichloroethene",CH2CCl2,,75-35-4,LGXVIGDEPROXKC-UHFFFAOYSA-N,39
10126,2.6E-3,3700,L,2627,728,2627,"(Z)-1,2-dichloroethene",CHClCHCl,"<i>cis</i>-1,2-dichloroethene",156-59-2,KFUSEUYYWQURPO-UPHRSURJSA-N,39
10127,2.5E-3,4000,L,2627,247,2627,"(Z)-1,2-dichloroethene",CHClCHCl,"<i>cis</i>-1,2-dichloroethene",156-59-2,KFUSEUYYWQURPO-UPHRSURJSA-N,39
10128,2.3E-3,3900,L,2627,675,2627,"(Z)-1,2-dichloroethene",CHClCHCl,"<i>cis</i>-1,2-dichloroethene",156-59-2,KFUSEUYYWQURPO-UPHRSURJSA-N,39
10129,2.3E-3,3900,L,2627,674,2627,"(Z)-1,2-dichloroethene",CHClCHCl,"<i>cis</i>-1,2-dichloroethene",156-59-2,KFUSEUYYWQURPO-UPHRSURJSA-N,39
10157,1.0E-3,3500,L,2628,728,2628,"(E)-1,2-dichloroethene",CHClCHCl,"<i>trans</i>-1,2-dichloroethene",156-60-5,KFUSEUYYWQURPO-OWOJBTEDSA-N,39
10158,1.1E-3,4200,L,2628,247,2628,"(E)-1,2-dichloroethene",CHClCHCl,"<i>trans</i>-1,2-dichloroethene",156-60-5,KFUSEUYYWQURPO-OWOJBTEDSA-N,39
10159,9.0E-4,4100,L,2628,675,2628,"(E)-1,2-dichloroethene",CHClCHCl,"<i>trans</i>-1,2-dichloroethene",156-60-5,KFUSEUYYWQURPO-OWOJBTEDSA-N,39
10160,9.0E-4,4100,L,2628,674,2628,"(E)-1,2-dichloroethene",CHClCHCl,"<i>trans</i>-1,2-dichloroethene",156-60-5,KFUSEUYYWQURPO-OWOJBTEDSA-N,39
10196,1.1E-3,4300,L,2629,728,2629,trichloroethene,C2HCl3,trichloroethylene,79-01-6,XSTXAVWGXDQKEL-UHFFFAOYSA-N,39
10197,1.0E-3,4300,L,2629,247,2629,trichloroethene,C2HCl3,trichloroethylene,79-01-6,XSTXAVWGXDQKEL-UHFFFAOYSA-N,39
